YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,PDF
2015,Audi,Q7,PDF,2015 Audi Q7 — Owner's Manual,"The Panoramic sliding sunroof is comprised of two individual glass roof segments, which can be adjusted electrically independently of each other. The front segment can be tilted and slid open. The rear segment can be tilted, but it cannot be slid open. The Panoramic sliding sunroof is operated by the driver or passenger when the ignition is on with a rotary switch (for the front roof segment) and a rocker switch (rear roof segment).

After the ignition has been switched off, the Panoramic sliding sunroof can still be opened or closed for about 10 minutes. However, as soon as the driver's or passenger's door is opened, the switches for the Panoramic sliding sunroof are inoperative. The two segments of the Pano ramic sliding sun roof are each equipped with a suns hade for protection against the sun's rays. The front shade is power operated, the rear shade is opened and closed manually.

To prevent the vehicle interior from heating up, you should close both sunshades when you park your vehicle in the sun. You can activate various systems such as garage doors, security systems, and home lighting from inside your vehicle using the garage door opener (Homelink). There are three buttons for this in the vehicle headliner that can be in used in place of up to three hand-held transmitters. To operate systems using the garage door opener, the three buttons in the roof headliner must be programmed first.",https://ownersmanuals2.com/d/71132
2014,Audi,Q7,PDF,2014 Audi Q7 — Owner's Manual,"Side assist compares the distance and difference in speed of detected vehicles with the speed of your vehicle. Whenever the difference in speed and distance is registered as notable if you were to change lanes, a signal light appears on the respective mirror. The signal can light up if you are passed by a vehicle or if you are passing another vehicle. If you pass another vehicle slowly (difference in speed less than 9 mph, or 15 km/h), the signal light will come on as soon as the other vehicle is in your blind spot and is detected by side assist.

When the difference in speed is greater, the signal light will not come on. As long as you have not activated the turn signal, side assist informs you of detected vehicles that are registered as being in a notable location if you were to change lanes. Whenever the detected vehicle's difference in speed and distance is registered by side assist as notable, the signal light on the respective mirror produces muted illumination. The brightness of the informational stage signal is designed not to be as intense so that it does not interfere with your view of the road when you are driving and have no intention of changing lanes.

When you look in the outside mirror, you can clearly see the informational stage signal. When you activate the turn signal, and side assist has detected a vehicle in a notable location on that particular side, the signal light on this side mirror flashes brightly. The repeated brief and bright flashing of the alert stage signal reminds you to carefully check traffic to the rear in the outside mirror and over your shoulder, so that you can safely complete the lane change.",https://ownersmanuals2.com/d/71955
2013,Audi,Q7,PDF,2013 Audi Q7 — Owner's Manual,"Side assist compares the distance and difference in speed of detected vehicles with the speed of your vehicle. Whenever the difference in speed and distance is registered as notable if you were to change lanes, a signal light appears on the respective mirror. The signal can light up if you are passed by a vehicle or if you are passing another vehicle. If you pass another vehicle slowly (difference in speed less than 9 mph, or 15 km/h), the signal light will come on as soon as the other vehicle is in your blind spot and is detected by side assist.

When the difference in speed is greater, the signal light will not come on. Side assist helps you by using the appropriate signal stage, depending on whether or not you have activated the turn signal, and thus have indicated that you are or are not changing lanes. As long as you have not activated the turn signal, side assist informs you of detected vehicles that are registered as being in a notable location if you were to change lanes. Whenever the detected vehicle's difference in speed and distance is registered by side assist as notable, the signal light on the respective mirror produces muted illumination.

The brightness of the informational stage signal is designed not to be as intense so that it does not interfere with your view of the road when you are driving and have no intention of changing lanes. When you look in the outside mirror, you can clearly see the informational stage signal.",https://ownersmanuals2.com/d/71135
2012,Audi,Q7,PDF,2012 Audi Q7 — Owner's Manual,"The Auto-Check control monitors the function of certain vehicle features and components. It simply makes sure these features and components are working properly. The Auto-Check control works as long as the ignition is on, as well as whenever the vehicle is driven. If a component is malfunctioning or if the need for an urgent repair has been detected, this will appear in the instrument cluster display.

You will also hear an audible warning tone. The displays are color coded in either red or yellow depending on their level of priority. In certain situations, information message for the driver appear in addition to the red and yellow symbols. The Auto -Check Control will automatically perform a test each time you switch on the ignition.

With the selector lever in P or N, the following message appears on the display: When stationary apply foot brake while selecting gear. When you select a different gear (for example R, D, etc. ), the message will disappear and the Auto-Check function is displayed. If there is a malfunction, then the malfunction message will appear about 15 seconds after the you start the vehicle.

At the same time you will hear a warning tone.",https://ownersmanuals2.com/d/71961
2011,Audi,Q7,PDF,2011 Audi Q7 — Owner's Manual,"Cargo mode is automatically canceled again when a different mode is selected in the MMI Display, or when a speed of about 3 mph (5 km/h) has been exceeded. If the system is temporarily unavailable due to, for instance, an empty compressed air tank, the Lower for loading function appears greyed out in the MMI Display. As soon as the system is available again, the function can once more be selected in the display. While the vehicle is being lowered, the indicator light (page 183), on the switch in the luggage compartment flashes.

When the cargo level has been reached, the indicator light comes on and remains on as long as the vehicle is in cargo mode. When the vehicle is raised again, the indicator light flashes again. The vehicle will not be lowered if one of the vehicle doors is open, or if the compressed air tank is empty. The indicator light on the switch flashes three times.

When the compressed air tank is empty, it will refill when you drive at speeds over 25 mph (40 km/h). The vehicle can be lowered to cargo level when the compressed air tank is adequately filled. If the vehicle is in lift or offroad mode when you activate cargo mode, the vehicle will first drop down to normal level.",https://ownersmanuals2.com/d/71967
2010,Audi,Q7,PDF,2010 Audi Q7 — Owner's Manual,"Parking System. The closer you get to the obstacle, the shorter the interval between the audible signals. A continuous tone sounds when the obstacle is less than approximately 1 foot (0.30 meters) away. Do not continue driving farther.

If the distance to an obstacle remains constant, the volume of the distance warning gradually drops after about four seconds (this does not apply in the continuous tone range). The MMI display shows the area covered by the rear view camera (page 169, fig. 168). Objects that are not in the area covered are not shown on the MMI display. We recommend that you practice parking with the rear view camera in a traffic-free location or parking lot to become familiar with the system, the orientation lines, and their function.

When doing this, there should be good light and weather conditions. Note: Low obstacles already signaled by a warning can disappear from the system's detection range as they are approached and will not continue to be signaled.",https://ownersmanuals2.com/d/71964
2009,Audi,Q7,PDF,2009 Audi Q7 — Owner's Manual,"The red line in the MMI Display fig. 217 indicates the distance you should maintain from an obstacle when parking. If an obstacle is located at road level, you can approach the obstacle until the red line touches the obstacle (1.3 ft, or 40 cm, distance). On the other hand, if an obstacle is not located at road level (the bumper of a vehicle, for example), you should not approach this obstacle until the red line touches the obstacle. For instance, if you back up toward another vehicle, it will appear as though the guide helplines and surface s are being pushed over the vehicle behind you fig. 217.

In this example, it can be recognized in the MMI Display that the red line exactly touches the bumper of the vehicle behind you. Indeed, however, the red line fig. 218 does not touch the bumper, but has rather been pushed underneath the bumper. Your vehicle bumper must also be taken into consideration for the distance.

For vehicles with a factory installed towing hitch, or a trailer hitch installed according to factory specifications, the rear acoustic parking sensors are not activated when the vehicle is put in reverse gear while an electrical connection to the trailer socket is established. No distance alert occurs in the rear (page 191). The rearview camera picture (page 194) is displayed without orientation lines and without blue surfaces.",https://ownersmanuals2.com/d/71970
2008,Audi,Q7,PDF,2008 Audi Q7 — Owner's Manual,"After unlocking the vehicle, you have 60 seconds to open a door or the rear lid. After 60 seconds, the vehicle automatically locks and the anti-theft alarm system activates again. The rear lid can be locked or unlocked either by using the remote control or by inserting and turning the key in the driver's door lock. Unlocking the vehicle with the remote control will only unlock the rear lid, to open it, the lid handle needs to be pressed.

If the rear lid is open or not properly locked when the ignition is turned on, the door and rear lid warning => page 27 appears in the instrument cluster display. The automatic rear lid opening/closing process can be stopped by holding the rear lid with your hand. The lid can then be further opened/closed by hand. If there is a mechanical problem with the automatic rear lid opening processor there is an obstruction, the process is stopped immediately.

If there is a mechanical problem with automatic closing for the rear lid or there is an obstruction, it opens again slightly right away. Check to see why the rear lid could not be closed before attempting to close it again. If the rear lid on a locked vehicle is unlocked with the middle button e5 on the remote key, the rear lid is automatically locked again immediately after closing. This is indicated by the turn signals blinking.

The following applies to vehicles equipped with the Advanced Key* feature: if the remote control key is left in the luggage compartment, luggage compartment will automatically unlock itself after you lock the vehicle. This prevents you from unintentionally locking your key in the luggage compartment. If the vehicle battery charge drops below a certain level, you can still open or close the rear lid manually, however, you will need to apply more force to close it. As soon as the electrical connection to the trailer socket is completed on vehicles with a factory installed a towing hitch or a trailer hitch that was installed later according to factory specifications, the automatic rear lid function can only be operated via the handle in the rear lid.",https://ownersmanuals2.com/d/71958
2020,Audi,Q8,PDF,2020 Audi Q8 — Owner's Manual,,https://ownersmanuals2.com/d/75023
2019,Audi,Q8,PDF,2019 Audi Q8 — Owner's Manual,,https://ownersmanuals2.com/d/73360
2020,Audi,R8 Coupe,PDF,2020 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/75015
2017,Audi,R8 Coupe,PDF,2017 Audi R8 Coupe — Owner's Manual,"The energy management system manages the electrical energy distribution and optimizes the availability of electrical energy for starting the engine. When a vehicle with a conventional energy system is not driven for a long time, the battery is drained by equipment (for example the immobilizer). In certain circumstances, there could may not be enough energy to start the engine. Your vehicle is equipped with an intelligent energy management system for distributing electricity.

This significantly improves the starting ability and increases the battery life. The energy management system Is made up of batt ery diagnosis, idling current management and dynamic energy management. The battery diagnosis determines the battery charge level. The sensors determine the battery voltage, the battery current, and the battery temperature.

The current charge level and the performance of the battery are determined based on this. The idling current management decreases the energy used while parked. With the engine switched off, it manages the energy distribution to the different electrical components. Date from battery diagnosis is taken into account for this.

Depending on the battery charge level, electrical equipment is switched off one item after the other, to prevent the battery from draining and to retain the starting ability. While driving, dynam ic ene rgy management dist ributes the appropriate amount of energy to the electrical equipment. It controls the battery charge level so that more energy is not used then is being generated in order to maintain an optimal battery charge level. Maintaining the starting ability is the highest priority.

A lot of stress is placed on the battery when driving short distances, in traffic, and at cold times of the year. A lot of energy is used but little is generated. It is also critical when the engine is not running but electrical equipment is switched on. In this case, energy is used but none is generated.",https://ownersmanuals2.com/d/71978
2015,Audi,R8 Coupe,PDF,2015 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/71972
2014,Audi,R8 Coupe,PDF,2014 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/65184
2010,Audi,R8 Coupe,PDF,2010 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/71983
2009,Audi,R8 Coupe,PDF,2009 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/71976
2008,Audi,R8 Coupe,PDF,2008 Audi R8 Coupe — Owner's Manual,,https://ownersmanuals2.com/d/71980
2015,Audi,R8 Spyder,PDF,2015 Audi R8 Spyder — Owner's Manual,,https://ownersmanuals2.com/d/72490
2014,Audi,R8 Spyder,PDF,2014 Audi R8 Spyder — Owner's Manual,,https://ownersmanuals2.com/d/65235
2012,Audi,R8 Spyder,PDF,2012 Audi R8 Spyder — Owner's Manual,,https://ownersmanuals2.com/d/71228
2011,Audi,R8 Spyder,PDF,2011 Audi R8 Spyder — Owner's Manual,,https://ownersmanuals2.com/d/71986
2015,Audi,RS 5 Cabriolet,PDF,2015 Audi RS 5 Cabriolet — Owner's Manual,,https://ownersmanuals2.com/d/72413
2013,Audi,RS 5 Cabriolet,PDF,2013 Audi RS 5 Cabriolet — Owner's Manual,,https://ownersmanuals2.com/d/65229
2016,Audi,RS 7 Sportback,PDF,2016 Audi RS 7 Sportback — Owner's Manual,,https://ownersmanuals2.com/d/71160
2015,Audi,RS 7 Sportback,PDF,2015 Audi RS 7 Sportback — Owner's Manual,,https://ownersmanuals2.com/d/71158
2014,Audi,RS 7 Sportback,PDF,2014 Audi RS 7 Sportback — Owner's Manual,,https://ownersmanuals2.com/d/65175
2015,Audi,RS5 Coupe,PDF,2015 Audi RS5 Coupe — Owner's Manual,"Speed warning system. The speed warning system helps you to keep your driving speed below a set speed limit. The speed warning system warns if the driver exceeds a previously stored maximum speed. A warning tone will sound as soon as the vehicle speed exceeds the set speed by about 3 mph (3 km/h).

At the same time, a warning symbol appears in the display. The symbol's appearance might be different in some models. The speed warn ing system has two warning thresholds that function independently of each other and that have somewhat different purposes: Speed warning 1. You can use speed warning 1 to set the maximum speed while you are driving.

This setting will remain in effect until you turn off the ignition, assuming that you have not changed or reset the setting. The speed warning symbol in the warning 1 display appears when you exceed the maximum speed. It goes out when the speed falls below the stored maximum speed. The speed warning symbol will also go out if the speed exceeds the stored maximum speed by more than about 25 mph (40 km/h) for at least 10 seconds.

The stored maximum speed is deleted. Storing warning 2 is recommended if you always want to be reminded of a certain speed, for example when you are traveling in a country that has a general maximum speed limit, or if you do not want to exceed a specified speed for winter tires.",https://ownersmanuals2.com/d/71945
2013,Audi,TT / TTS / TT RS Coupe,PDF,2013 Audi TT / TTS / TT RS Coupe — Owner's Manual,"Starting ability is optimized. Energy management controls the distribution of electrical energy and thus optimizes the availability of electrical energy for starting the engine. If a vehicle with a conventional energy system is not driven for a long period of time, the battery is discharged by idling current consumers (e.g. immobilizer). In certain circumstances it can result in there being insufficient energy available to start the engine.

Intelligent energy management in your vehicle handles the distribution of electrical energy. Starting ability is markedly improved and the life of the battery is extended. Basically, energy management consists of battery diagnosis, idling current management and dynamic energy management.",https://ownersmanuals2.com/d/72013
2012,Audi,TT / TTS / TT RS Coupe,PDF,2012 Audi TT / TTS / TT RS Coupe — Owner's Manual,"Energy management controls the distribution of electrical energy and thus optimizes the availability of electrical energy for starting the engine. If a vehicle with a conventional energy system is not driven for a long period of time, the battery is discharged by idling current consumers (e.g. immobilizer). In certain circumstances it can result in there be ing insufficient energy available to start the engine. Intelligent energy management in your vehicle handles the distribution of electrical energy.

Starting ability is markedly improved and the life of the battery is extended. Basically, energy management consists of battery diagnosis, idling current management and dynamic energy management. While the vehicle is being driven, dynamic energy management distributes the energy generated according to the needs of the individual components. It regulates consumption so that more electrical energy is not being used than is being generated and ensures an optimal state of charge for the battery.",https://ownersmanuals2.com/d/72010
2017,Audi,TT / TTS Coupe,PDF,2017 Audi TT / TTS Coupe — Owner's Manual,"Your car is factory-equipped with low aspect ratio tires. These tires have been thoroughly tested and been selected specifically for your model for their superb performance, road feel and handling under a variety of driving conditions. The low aspect ratio of these tires is indicated by a numeral of 55 or less in the tire's size designation. The numeral represents the ratio of the tire's sidewall height in relation to its tread width expressed in percentage.

Conventional tires have a height/width ratio of 60 or more. Low aspect ratio tires can be damaged more easily by impact with potholes, curbs, gullies or ridges on the road, particularly if the tire is underinflated. In order to minimize the occurrence of impact damage to the tires of your vehicle, we recommend that you observe the following precautions: These tires may wear more quickly than others. Please also remember that, while these tires deliver responsive handling, they may ride less comfortably and make more noise than other choices.",https://ownersmanuals2.com/d/72015
2016,Audi,TT / TTS Coupe,PDF,2016 Audi TT / TTS Coupe — Owner's Manual,"If the vehicle is unlocked and none of the doors, the rear lid or hood are opened within 45 seconds, the vehicle locks again automatically. This feature prevents the vehicle from being accidentally left unlocked over a long period of time. The settings in the Infotainment system determine if the entire vehicle or only the driver's door is unlocked when unlocking the vehicle. You can unlock/lock the vehicle at every door.

The remote control key cannot be more than approximately 5 ft (1.5 m) away from the door handle. It makes no difference whether the master key is in your jacket pocket or in your briefcase. If you grip the door handle while locking, this can adversely affect the locking function. The door cannot be opened for a brief period directly after locking it.

This way you have the opportunity to check if the doors locked correctly. The settings in the Infotainment system determine if the entire vehicle or only one of the doors is unlocked when unlocking the vehicle When locking the vehicle with the central locking switch, the following applies: Opening the door and the luggage compartment lid from the outside is not possible (for security such as when stopped at a light). The LED in the central locking switch turns on when all doors are closed and locked. You can open the doors individually from the inside by pulling the door handle.

In the event of a crash with airbag deployment, the doors unlock automatically to allow access to the vehicle.",https://ownersmanuals2.com/d/72008
2014,Audi,TT / TTS Coupe,PDF,2014 Audi TT / TTS Coupe — Owner's Manual,,https://ownersmanuals2.com/d/72003
2010,Audi,TT / TTS Coupe,PDF,2010 Audi TT / TTS Coupe — Owner's Manual,"The rear window defogger works only when the engine is running. The indicator light in the button illuminates when the rear window defogger is turned on. The rear window defogger is switched off automatically after 10 to 20 minutes, depending on the outside temperature. At very low outside temperatures, the rear window defogger can be switched on continuously by pushing the mP button for more than 2 seconds.

This remains stored until the ignition is switched off. A rear window defogger that was switched on also remains stored for 15 minutes after the ignition is switched off. If the engine is restarted within these 15 minutes, the rear window defogger is activated for 10 to 20 minutes, depending on outside temperature. With a vehicle that is parked for a short time, the rear window defogger does not need to be manually activated again.",https://ownersmanuals2.com/d/72006
2009,Audi,TT / TTS Coupe,PDF,2009 Audi TT / TTS Coupe — Owner's Manual,"Tires and vehicle load limits: There are limits to the amount of load or weight that any vehicle and any tire can carry. A vehicle that is overloaded will not handle well and is more difficult to stop. Overloading cannot only lead to loss of vehicle control but can also damage important parts of the vehicle and can lead to sudden tire failure, including a blowout and sudden deflation that can cause the vehicle to crash. Your safety and that of your passengers also depends on making sure that load limits are not exceeded.

Vehicle load includes everybody and everything in and on the vehicle. These loa d limits are technica lly referred to as the vehicle's Gross Vehicle Weight Rating (""GVWR""). The ""GVWR"" includes the weight of the basic vehicle, all factory installed accessories, a full tank of fuel, oil, coolant and other fluids plus maximum load. The maximum load includes the num ber of passenger s that the vehicle is intende d to carry (""seating capacity"") with an assumed weight of 150 lbs (68 kg) for each passenger at a designated seating position and the total weight of any luggage in the vehicle.

The Gross Axle Weight Rating is the maximum load that can be applied at each of the vehicle's two axles. The Gross Vehicle Weight Rating and the Gross Axle Weight Rating are listed on the safety compliance sticker label located on the driver's side B-pillar. Your vehicle has 4 seating positions, 2 in the front and 2 in the rear for total seating capacity of 4. Each seating position has a safety belt.

The fact that there is an upper limit to your vehicle's Gross Vehicle Weight Rating means that the total weight of whatever is being carried in the vehicle is limited.",https://ownersmanuals2.com/d/72017
2015,Audi,TT / TTS Roadster,PDF,2015 Audi TT / TTS Roadster — Owner's Manual,,https://ownersmanuals2.com/d/71997
2014,Audi,TT / TTS Roadster,PDF,2014 Audi TT / TTS Roadster — Owner's Manual,,https://ownersmanuals2.com/d/72000
2011,Audi,TT / TTS Roadster,PDF,2011 Audi TT / TTS Roadster — Owner's Manual,"In addition to this Owner's Manual, your car comes with a Warranty & Maintenance booklet. Moreover, depending on the model and the equipment, there may be additional instruction booklets delivered with your vehicle (for example, Operating Instructions for your Sound System, Navigation System etc.). If you are missing one of these publications, or if you believe that the information is not complete, contact your authorized dealer for assistance. This owner's manua l contains important information, tips, suggestions, and warnings for the use of your vehicle.

Make sure that this owner's manual is always located in the vehicle. This is especially important if you allow other people to drive the vehicle, or if you sell it.",https://ownersmanuals2.com/d/71995
2019,Audi,TT Coupe,PDF,2019 Audi TT Coupe — Owner's Manual,"On open roads with no traffic, it functions like a cruise control system. The stored speed is maintained. When approaching a vehicle driving ahead, the adaptive cruise control system automatically brakes to match that vehicle's speed and then maintains the set distance. As soon as the system does not detect a vehicle driving ahead, adaptive cruise control accelerates up to the stored speed.

In stop-and-go traffic, adaptive cruise control can brake until the vehicle is stationary and then can also start driving again automatically under cer-tain conditions > page 106.",https://ownersmanuals2.com/d/73457
2017,Audi,TT Coupe,PDF,2017 Audi TT Coupe — Owner's Manual,"You should rarely travel at the maximum vehicle speed. High speeds cause a disproportionately high increase in fuel consumption, emissions, and traffic noise. Slower driving saves fuel. Reduce idling time It pays off to stop the engine, for example, when at railroad crossings or traffic lights with longer red lights.

Stopping the engine for 30 - 40 seconds already saves more fuel than the amount of extra fuel needed to restart the engine. It takes a very long time in idle to warm the engine up to operating temperature. Wear and emissions are especially high in the warm-up phase. Therefore, you should begin driving immediately after starting the engine.

Avoid high RPMs while doing this. By having maintenance performed regularly on your vehicle, you can help to reduce fuel consumption before you even start to drive. The maintenance condition of your vehicle not only affects traffic safety and long-term value but also impacts fuel consumption. A poorly maintained engine can lead to fuel consumption that is 10% higher than normal.

Also, check the oil level when refueling. The oil consumption depends largely on the engine load and speed. It is normal for the oil consumption of a new engine to reach its lowest point only after a certain amount of use. Therefore, the oil consumption can only be properly judged after approximately 3,000 mi (S,000 km) have been driven.

The engine and exhaust cleaning system must reach their optimal operating temperature to effectively reduce consumption and emissions. A cold engine uses a disproportionately high amount of fuel. The engine reaches operating temperature and consumption normalizes only after approximately four kilometers.",https://ownersmanuals2.com/d/71993
2016,Audi,TT Coupe,PDF,2016 Audi TT Coupe — Owner's Manual,"The amount of fuel consumption, the environmental impact and the wear to the engine, brakes and tires depends mostly on your driving style. With an anticipatory and economic driving style, fuel consumption can be reduced by approximately 10-15%. The following tips will help you conserve the environment and your money at the same time. A vehicle uses the most fuel when accelerating.

When you drive with anticipation, you do not need to brake as often and thus accelerate less. When possible, let your vehicle coast with a gear engaged - for example, when you notice that the next traffic light is red. You should rarely travel at the maximum vehicle speed. High speeds cause a disproportionately high increase in fuel consumption, emissions and traffic noise.

Slower driving saves fuel. It pays off to stop the engine, for example, when at railroad crossings or traffic lights with longer red lights. Stopping the engine for 30-40 seconds already saves more fuel than the amount of extra fuel needed to restart the engine. It takes a very long time in idle to warm the engine up to operating temperature.

Wear and emissions are especially high in the warm-up phase. Therefore, you should begin driving immediately after starting the engine. Avoid high RPMs while doing this. By servicing your vehicle regularly, you can help to reduce fuel consumption before you even start to drive.

The maintenance condition of your vehicle not only affects traffic safety and long-term value but also impacts fuel consumption. A poorly serviced engine can lead to fuel consumption that is 10% higher than normal. Also check the oil level when refueling. The oil consumption depends largely on the engine load and speed.

It is normal for the oil consumption of a new engine to reach its lowest point only after a certain amount of use. Therefore, the oil consumption can only be properly judged after approximately 3,000 mi (5,000 km) have been driven.",https://ownersmanuals2.com/d/65258
2009,Audi,TT Coupe,PDF,2009 Audi TT Coupe — Owner's Manual,"The engine turns at a speed 1,000 times the single digit in the display, e.g. if the needle is pointing at the ""2"" the engine is turning at 2,000 RPM. If engine RPM drops below 1,500, you should downshift to the next lower gear. The red area at the end of the scale indicates maximum permissible engine RPM after the break-in period. Before reaching this area, shift into the next higher gear (manual transmission), move the selector lever to position ""D (Drive)"" (automatic) or ease your foot off the accelerator pedal.

The tachometer needle should not move into the red range. If it does, then only for a very short period of time. You could damage your engine by driving at high RPM. Engine cold: as long as the needle remains at the left end of the gauge, the engine still has not reached its operating temperature.

Avoid high engine speeds, heavy engine loads and heavy throttle. Normal temperature: when the engine has reached its operating temperature, the needle will move into the middle of the gauge and remain there. If the engine is working hard at high outside temperatures, the needle may turn further to the right. This is no cause for concern as long as the warning light in the instrument cluster does not illuminate.",https://ownersmanuals2.com/d/71992
2019,Audi,TT Roadster,PDF,2019 Audi TT Roadster — Owner's Manual,,https://ownersmanuals2.com/d/75022
2018,Audi,TT Roadster,PDF,2018 Audi TT Roadster — Owner's Manual,"The parking aid is activated automatically at speeds less than 6 mph (10 km/h) and when approaching an obstacle from approximately 95 cm away. There are audible signals when approximately 50 cm away from the obstacle. The segments in front of and behind the vehicle (vehicles with parking system plus*) help you to determine the distance between your vehicle and an obstacle. The red lines mark the expected direction of travel according to the steering angle.

A white segment indicates an identified obstacle that is outside of the vehicle's path. Red segments show identified obstacles that are in your vehicle's path. As your vehicle comes closer to the obstacle, the segments move closer to the vehicle. The collision area has been reached when the next to last segment is displayed.

Obstacles in the collision area, including those outside of the vehicle 's path, are shown in red. Do not continue driving forward or in reverse. The rearview camera is located above the rear license plate bracket. Make sure that the lens for the parking system is not covered by deposits or any other obstructions because this can impair the function of the parking system.

For information on cleaning.",https://ownersmanuals2.com/d/72621
2017,Audi,TT Roadster,PDF,2017 Audi TT Roadster — Owner's Manual,,https://ownersmanuals2.com/d/72417
2016,Audi,TT Roadster,PDF,2016 Audi TT Roadster — Owner's Manual,"New brake pads do not achieve their full braking effect during the first 250 mi (400 km). They must be ""broken in"" first. However, you can compensate for the slightly reduced braking force by pressing firmly on the brake pedal. Avoid heavy braking during the break-in period.

Brake pad wear depends largely on the way the vehicle is driven and on operating conditions. This is especially true if you are driving frequently in the city and on curves or with a sporty driving style. Noises may occur when braking depending on the speed, braking force and outside conditions such as temperature and humidity. In certain situations, for example after driving through water, in heavy rain, after overnight condensation or after washing your car, the braking effect can be reduced by moisture or ice on the brake rotors and brake pads.

The brakes must be ""dried"" first with a few careful brake applications. At higher speeds and with the windshield wipers turned on, the brake pads press against the brake rotors for a short amount of time. This action which is not felt by the driver happens at regular intervals and facilitates a better reaction time for the brakes in wet weather. The braking effect can also be reduced if you are driving on salted roads and you do not apply the brakes for long periods of time.

The layer of salt on the brake rotors and pads must be worn off first when the brakes are applied.",https://ownersmanuals2.com/d/65202
2008,Audi,TT Roadster,PDF,2008 Audi TT Roadster — Owner's Manual,"Your vehicle has also been equipped with a TPMS malfunction indicator to indicate when the system is not operating properly. The TPMS malfunction indicator is combined with the low tire pressure telltale. When the system detects a malfunction, the telltale will flash for approximately one minute and then remain continuously illuminated. This sequence will continue upon subsequent vehicle starts up as long as the malfunction exists.

When the malfunction indicator is illuminated, the system may not be able to detect or signal low tire pressure as intended. TPMS malfunctions may occur for a variety of reasons, including the installation of replacement or alternate tires or wheels on the vehicle that prevents the TPMS from functioning properly. Always check the TPMS malfunction telltale after replacing one or more tires or wheels on your vehicle to ensure that the replacement or alternate tires and wheels allow the TPMS to continue to function properly. Each tire should be checked monthly when the temperature of the tires is about the same as ambient air temperature and set to the recommended inflation pressure as specified on the tire pressure label => page 242.

The factory supplied spare whee l is equipped with a sensor for the tire pressure monitoring system. As long as the spare wheel is not mounted, the tire pressure of this tire will not be monitored. The tire pressure monitoring system helps the driver to keep an eye on tire pressures. But the driver still has the responsibility for maintaining the correct tire pressure.",https://ownersmanuals2.com/d/71989
2019,Audi,e-tron,PDF,2019 Audi e-tron — Owner's Manual,,https://ownersmanuals2.com/d/75020
